filepath,size,path,ref_date,geo_code,geo_level,file_type,format,projection,language
gad_000a16g_f, 81.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/DA-AD/gad_000a16g_f.zip,2016,ad_,dissemination area,digital boundary file,Geography Markup Language (.gml),lat/long,french
gda_000a16g_e, 81.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/DA-AD/gda_000a16g_e.zip,2016,da_,dissemination area,digital boundary file,Geography Markup Language (.gml),lat/long,english
gdb_000a16g_e,261.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/DB-ID/gdb_000a16g_e.zip,2016,db_,dissemination block,digital boundary file,Geography Markup Language (.gml),lat/long,english
gid_000a16g_f,261.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/DB-ID/gid_000a16g_f.zip,2016,id_,NA,digital boundary file,Geography Markup Language (.gml),lat/long,french
gdpl000a16g_e,  2.25M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/DPL-LD/gdpl000a16g_e.zip,2016,dpl,designated place,digital boundary file,Geography Markup Language (.gml),lat/long,english
gld_000a16g_f,  2.27M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/DPL-LD/gld_000a16g_f.zip,2016,ld_,designated place,digital boundary file,Geography Markup Language (.gml),lat/long,french
ger_000a16g_e,  4.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/ER-RE/ger_000a16g_e.zip,2016,er_,economic region,digital boundary file,Geography Markup Language (.gml),lat/long,english
gre_000a16g_f,  4.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/ER-RE/gre_000a16g_f.zip,2016,re_,economic region,digital boundary file,Geography Markup Language (.gml),lat/long,french
gcef000a16g_f,  6.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/FED-CEF/gcef000a16g_f.zip,2016,cef,federal electoral district,digital boundary file,Geography Markup Language (.gml),lat/long,french
gfed000a16g_e,  6.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/FED-CEF/gfed000a16g_e.zip,2016,fed,federal electoral district,digital boundary file,Geography Markup Language (.gml),lat/long,english
gcp_000a16g_f,  3.9M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/PC-CP/gcp_000a16g_f.zip,2016,cp_,population centre,digital boundary file,Geography Markup Language (.gml),lat/long,french
gpc_000a16g_e,  3.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/PC-CP/gpc_000a16g_e.zip,2016,pc_,population centre,digital boundary file,Geography Markup Language (.gml),lat/long,english
gpr_000a16g_e,  1.46M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/PR-PR/gpr_000a16g_e.zip,2016,pr_,province and territory,digital boundary file,Geography Markup Language (.gml),lat/long,english
gpr_000a16g_f,  1.49M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/PR-PR/gpr_000a16g_f.zip,2016,pr_,province and territory,digital boundary file,Geography Markup Language (.gml),lat/long,french
gfsa000a16g_e, 22.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/FSA-RTA/gfsa000a16g_e.zip,2016,fsa,census forward sortation area,digital boundary file,Geography Markup Language (.gml),lat/long,english
grta000a16g_f, 22.74M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/DBF/FSA-RTA/grta000a16g_f.zip,2016,rta,census forward sortation area,digital boundary file,Geography Markup Language (.gml),lat/long,french
grnf000r16g_e,421.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/RNF-FRR/2016/grnf000r16g_e.zip,2016,rnf,road network file,NA,Geography Markup Language (.gml),lat/long,english
grnf000r16g_f,421.51M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LatLongProjection/GML/RNF-FRR/2016/grnf000r16g_f.zip,2016,rnf,road network file,NA,Geography Markup Language (.gml),lat/long,french
lada000b16a_e, 41.47M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/ADA-ADA/lada000b16a_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lada000b16a_f, 41.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/ADA-ADA/lada000b16a_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcar000b16a_e, 29.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CAR-RAR/lcar000b16a_e.zip,2016,car,census agricultural region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lrar000b16a_f, 29.6M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CAR-RAR/lrar000b16a_f.zip,2016,rar,census agricultural region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lccs000b16a_e, 41.32M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CCS-SRU/lccs000b16a_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsru000b16a_f, 41.33M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CCS-SRU/lsru000b16a_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcd_000b16a_e, 31.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CD-DR/lcd_000b16a_e.zip,2016,cd_,census division,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
ldr_000b16a_f, 31.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CD-DR/ldr_000b16a_f.zip,2016,dr_,census division,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcma000b16a_e,  3.53M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CMA-RMR/lcma000b16a_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lrmr000b16a_f,  3.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CMA-RMR/lrmr000b16a_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcsd000b16a_e, 46.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CSD-SDR/lcsd000b16a_e.zip,2016,csd,census subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsdr000b16a_f, 46.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CSD-SDR/lsdr000b16a_f.zip,2016,sdr,census subdivision,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lct_000b16a_e,  8.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CT-SR/lct_000b16a_e.zip,2016,ct_,census tract,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsr_000b16a_f,  8.06M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/CT-SR/lsr_000b16a_f.zip,2016,sr_,census tract,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lad_000b16a_f, 88.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/DA-AD/lad_000b16a_f.zip,2016,ad_,dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lda_000b16a_e, 88.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/DA-AD/lda_000b16a_e.zip,2016,da_,dissemination area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
ldb_000b16a_e,231.9M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/DB-ID/ldb_000b16a_e.zip,2016,db_,dissemination block,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lid_000b16a_f,231.91M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/DB-ID/lid_000b16a_f.zip,2016,id_,NA,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
ldpl000b16a_e,  2.27M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/DPL-LD/ldpl000b16a_e.zip,2016,dpl,designated place,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lld_000b16a_f,  2.28M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/DPL-LD/lld_000b16a_f.zip,2016,ld_,designated place,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
leco000e16a_f, 73.81M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/ECU-ECO/leco000e16a_f.zip,2016,eco,population ecumene census division cartographic,ecumene,ArcGIS (.shp),projection in Lambert conformal conic,french
lecu000e16a_e, 73.8M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/ECU-ECO/lecu000e16a_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,ArcGIS (.shp),projection in Lambert conformal conic,english
ler_000b16a_e, 29.41M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/ER-RE/ler_000b16a_e.zip,2016,er_,economic region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lre_000b16a_f, 29.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/ER-RE/lre_000b16a_f.zip,2016,re_,economic region,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcef000b16a_f, 31.33M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/FED-CEF/lcef000b16a_f.zip,2016,cef,federal electoral district,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lfed000b16a_e, 31.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/FED-CEF/lfed000b16a_e.zip,2016,fed,federal electoral district,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lfsa000b16a_e, 43.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/FSA-RTA/lfsa000b16a_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lrta000b16a_f, 43.2M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/FSA-RTA/lrta000b16a_f.zip,2016,rta,census forward sortation area,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lhy_000c16a_e,139.75M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/HYDRO/lhy_000c16a_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),ArcGIS (.shp),projection in Lambert conformal conic,english
lhy_000c16a_f,139.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/HYDRO/lhy_000c16a_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),ArcGIS (.shp),projection in Lambert conformal conic,french
lhy_000d16a_e, 46.86M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/HYDRO/lhy_000d16a_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),ArcGIS (.shp),projection in Lambert conformal conic,english
lhy_000d16a_f, 46.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/HYDRO/lhy_000d16a_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),ArcGIS (.shp),projection in Lambert conformal conic,french
lhy_000h16a_e, 40.36M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/HYDRO/lhy_000h16a_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",ArcGIS (.shp),projection in Lambert conformal conic,english
lhy_000h16a_f, 40.37M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/HYDRO/lhy_000h16a_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",ArcGIS (.shp),projection in Lambert conformal conic,french
lcp_000b16a_f,  3.78M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/PC-CP/lcp_000b16a_f.zip,2016,cp_,population centre,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lpc_000b16a_e,  3.77M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/PC-CP/lpc_000b16a_e.zip,2016,pc_,population centre,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lpr_000b16a_e, 27.3M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/PR-PR/lpr_000b16a_e.zip,2016,pr_,province and territory,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lpr_000b16a_f, 27.31M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/CBF/PR-PR/lpr_000b16a_f.zip,2016,pr_,province and territory,cartographic boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lada000a16a_e, 16.78M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ADA-ADA/lada000a16a_e.zip,2016,ada,aggregate dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lada000a16a_f, 16.79M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ADA-ADA/lada000a16a_f.zip,2016,ada,aggregate dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcar000a16a_e,  3.66M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CAR-RAR/lcar000a16a_e.zip,2016,car,census agricultural region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lrar000a16a_f,  3.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CAR-RAR/lrar000a16a_f.zip,2016,rar,census agricultural region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lccs000a16a_e, 15.5M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CCS-SRU/lccs000a16a_e.zip,2016,ccs,census consolidated subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsru000a16a_f, 15.51M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CCS-SRU/lsru000a16a_f.zip,2016,sru,census consolidated subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcd_000a16a_e,  5.63M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CD-DR/lcd_000a16a_e.zip,2016,cd_,census division,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
ldr_000a16a_f,  5.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CD-DR/ldr_000a16a_f.zip,2016,dr_,census division,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcma000a16a_e,  1.6M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CMA-RMR/lcma000a16a_e.zip,2016,cma,census metropolitan area and census agglomeration,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lrmr000a16a_f,  1.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CMA-RMR/lrmr000a16a_f.zip,2016,rmr,census metropolitan area and census agglomeration,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcsd000a17a_e, 15.81M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2017/lcsd000a17a_e.zip,NA,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsdr000a17a_f, 16.26M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2017/lsdr000a17a_f.zip,NA,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcsd000a16a_e, 22.72M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2016/lcsd000a16a_e.zip,2016,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsdr000a16a_f, 22.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2016/lsdr000a16a_f.zip,2016,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcsd000a18a_e, 14.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2018/lcsd000a18a_e.zip,NA,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsdr000a18a_f, 14.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2018/lsdr000a18a_f.zip,NA,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcsd000a19f_e, 10.99M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/GDB/lcsd000a19f_e.zip,NA,csd,census subdivision,digital boundary file,NA,projection in Lambert conformal conic,english
lsdr000a19f_f, 11M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/GDB/lsdr000a19f_f.zip,NA,sdr,census subdivision,digital boundary file,NA,projection in Lambert conformal conic,french
lsdr000a19a_f, 15.04M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/SHP/lsdr000a19a_f.zip,NA,sdr,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcsd000a19a_e, 15.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CSD-SDR/2019/SHP/lcsd000a19a_e.zip,NA,csd,census subdivision,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lct_000a16a_e,  7.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CT-SR/lct_000a16a_e.zip,2016,ct_,census tract,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lsr_000a16a_f,  7.03M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/CT-SR/lsr_000a16a_f.zip,2016,sr_,census tract,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lad_000a16a_f, 64.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DA-AD/lad_000a16a_f.zip,2016,ad_,dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lda_000a16a_e, 64.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DA-AD/lda_000a16a_e.zip,2016,da_,dissemination area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
ldb_000a16a_e,210.17M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DB-IB/ldb_000a16a_e.zip,2016,db_,dissemination block,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lid_000a16a_f,210.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DB-IB/lid_000a16a_f.zip,2016,id_,NA,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
ldpl000a16a_e,  1.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DPL-LD/ldpl000a16a_e.zip,2016,dpl,designated place,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lld_000a16a_f,  1.94M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/DPL-LD/lld_000a16a_f.zip,2016,ld_,designated place,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
ler_000a16a_e,  3.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ER-RE/ler_000a16a_e.zip,2016,er_,economic region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lre_000a16a_f,  3.49M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/ER-RE/lre_000a16a_f.zip,2016,re_,economic region,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lcef000a16a_f,  5.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FED-CEF/lcef000a16a_f.zip,2016,cef,federal electoral district,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
lfed000a16a_e,  5.57M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FED-CEF/lfed000a16a_e.zip,2016,fed,federal electoral district,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lfsa000a16a_e, 14.94M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FSA-RTA/lfsa000a16a_e.zip,2016,fsa,census forward sortation area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,english
lrta000a16a_f, 14.95M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/ArcGIS/DBF/FSA-RTA/lrta000a16a_f.zip,2016,rta,census forward sortation area,digital boundary file,ArcGIS (.shp),projection in Lambert conformal conic,french
