filepath,ext,type,size,path,ref_date,geo_code,geo_level,file_type,format,projection,geo_coverage,language
lsdr000b16m_f,zip,file, 28.27M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CSD-SDR/lsdr000b16m_f.zip,2016,sdr,census subdivision,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lsdr000b16m_f,zip,file, 28.27M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CSD-SDR/lsdr000b16m_f.zip,2016,sdr,census subdivision,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lct_000b16m_e,zip,file,  4.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CT-SR/lct_000b16m_e.zip,2016,ct_,census tract,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lct_000b16m_e,zip,file,  4.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CT-SR/lct_000b16m_e.zip,2016,ct_,census tract,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lsr_000b16m_f,zip,file,  4.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CT-SR/lsr_000b16m_f.zip,2016,sr_,census tract,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lsr_000b16m_f,zip,file,  4.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CT-SR/lsr_000b16m_f.zip,2016,sr_,census tract,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lad_000b16m_f,zip,file, 58.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DA-AD/lad_000b16m_f.zip,2016,ad_,dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lad_000b16m_f,zip,file, 58.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DA-AD/lad_000b16m_f.zip,2016,ad_,dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lda_000b16m_e,zip,file, 58.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DA-AD/lda_000b16m_e.zip,2016,da_,dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lda_000b16m_e,zip,file, 58.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DA-AD/lda_000b16m_e.zip,2016,da_,dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
ldb_000b16m_e,zip,file,150.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DB-ID/ldb_000b16m_e.zip,2016,db_,dissemination block,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
ldb_000b16m_e,zip,file,150.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DB-ID/ldb_000b16m_e.zip,2016,db_,dissemination block,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lid_000b16m_f,zip,file,150.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DB-ID/lid_000b16m_f.zip,2016,id_,NA,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lid_000b16m_f,zip,file,150.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DB-ID/lid_000b16m_f.zip,2016,id_,NA,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
ldpl000b16m_e,zip,file,  1.39M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DPL-LD/ldpl000b16m_e.zip,2016,dpl,designated place,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
ldpl000b16m_e,zip,file,  1.39M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DPL-LD/ldpl000b16m_e.zip,2016,dpl,designated place,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lld_000b16m_f,zip,file,  1.4M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DPL-LD/lld_000b16m_f.zip,2016,ld_,designated place,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lld_000b16m_f,zip,file,  1.4M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DPL-LD/lld_000b16m_f.zip,2016,ld_,designated place,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
leco000e16m_f,zip,file, 63.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ECU-ECO/leco000e16m_f.zip,2016,eco,population ecumene census division cartographic,ecumene,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
leco000e16m_f,zip,file, 63.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ECU-ECO/leco000e16m_f.zip,2016,eco,population ecumene census division cartographic,ecumene,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lecu000e16m_e,zip,file, 63.2M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ECU-ECO/lecu000e16m_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lecu000e16m_e,zip,file, 63.2M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ECU-ECO/lecu000e16m_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
ler_000b16m_e,zip,file, 19.58M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ER-RE/ler_000b16m_e.zip,2016,er_,economic region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
ler_000b16m_e,zip,file, 19.58M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ER-RE/ler_000b16m_e.zip,2016,er_,economic region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lre_000b16m_f,zip,file, 19.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ER-RE/lre_000b16m_f.zip,2016,re_,economic region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lre_000b16m_f,zip,file, 19.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ER-RE/lre_000b16m_f.zip,2016,re_,economic region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcef000b16m_f,zip,file, 19.53M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FED-CEF/lcef000b16m_f.zip,2016,cef,federal electoral district,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcef000b16m_f,zip,file, 19.53M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FED-CEF/lcef000b16m_f.zip,2016,cef,federal electoral district,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lfed000b16m_e,zip,file, 19.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FED-CEF/lfed000b16m_e.zip,2016,fed,federal electoral district,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lfed000b16m_e,zip,file, 19.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FED-CEF/lfed000b16m_e.zip,2016,fed,federal electoral district,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lfsa000b16m_e,zip,file, 26.11M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FSA-RTA/lfsa000b16m_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lrta000b16m_f,zip,file, 26.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FSA-RTA/lrta000b16m_f.zip,2016,rta,census forward sortation area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lhy_000c16m_e,zip,file, 84.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000c16m_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lhy_000c16m_e,zip,file, 84.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000c16m_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lhy_000c16m_f,zip,file, 84.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000c16m_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lhy_000c16m_f,zip,file, 84.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000c16m_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lhy_000d16m_e,zip,file, 27.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000d16m_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lhy_000d16m_e,zip,file, 27.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000d16m_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lhy_000d16m_f,zip,file, 27.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000d16m_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lhy_000d16m_f,zip,file, 27.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000d16m_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lhy_000h16m_e,zip,file, 27.84M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000h16m_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lhy_000h16m_e,zip,file, 27.84M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000h16m_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lhy_000h16m_f,zip,file, 27.85M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000h16m_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lhy_000h16m_f,zip,file, 27.85M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000h16m_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcp_000b16m_f,zip,file,  2.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PC-CP/lcp_000b16m_f.zip,2016,cp_,population centre,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcp_000b16m_f,zip,file,  2.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PC-CP/lcp_000b16m_f.zip,2016,cp_,population centre,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lpc_000b16m_e,zip,file,  2.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PC-CP/lpc_000b16m_e.zip,2016,pc_,population centre,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lpc_000b16m_e,zip,file,  2.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PC-CP/lpc_000b16m_e.zip,2016,pc_,population centre,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lpr_000b16m_e,zip,file, 26.96M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PR-PR/lpr_000b16m_e.zip,2016,pr_,province and territory,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lpr_000b16m_e,zip,file, 26.96M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PR-PR/lpr_000b16m_e.zip,2016,pr_,province and territory,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lpr_000b16m_f,zip,file, 26.97M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PR-PR/lpr_000b16m_f.zip,2016,pr_,province and territory,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lpr_000b16m_f,zip,file, 26.97M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PR-PR/lpr_000b16m_f.zip,2016,pr_,province and territory,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lada000a16m_e,zip,file, 10.15M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ADA-ADA/lada000a16m_e.zip,2016,ada,aggregate dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lada000a16m_e,zip,file, 10.15M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ADA-ADA/lada000a16m_e.zip,2016,ada,aggregate dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lada000a16m_f,zip,file, 10.22M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ADA-ADA/lada000a16m_f.zip,2016,ada,aggregate dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lada000a16m_f,zip,file, 10.22M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ADA-ADA/lada000a16m_f.zip,2016,ada,aggregate dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcar000a16m_e,zip,file,  2.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CAR-RAR/lcar000a16m_e.zip,2016,car,census agricultural region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lcar000a16m_e,zip,file,  2.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CAR-RAR/lcar000a16m_e.zip,2016,car,census agricultural region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lrar000a16m_f,zip,file,  2.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CAR-RAR/lrar000a16m_f.zip,2016,rar,census agricultural region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lrar000a16m_f,zip,file,  2.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CAR-RAR/lrar000a16m_f.zip,2016,rar,census agricultural region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lccs000a16m_e,zip,file,  8.84M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CCS-SRU/lccs000a16m_e.zip,2016,ccs,census consolidated subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lccs000a16m_e,zip,file,  8.84M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CCS-SRU/lccs000a16m_e.zip,2016,ccs,census consolidated subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lsru000a16m_f,zip,file,  8.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CCS-SRU/lsru000a16m_f.zip,2016,sru,census consolidated subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lsru000a16m_f,zip,file,  8.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CCS-SRU/lsru000a16m_f.zip,2016,sru,census consolidated subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcd_000a16m_e,zip,file,  3.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CD-DR/lcd_000a16m_e.zip,2016,cd_,census division,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lcd_000a16m_e,zip,file,  3.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CD-DR/lcd_000a16m_e.zip,2016,cd_,census division,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
ldr_000a16m_f,zip,file,  3.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CD-DR/ldr_000a16m_f.zip,2016,dr_,census division,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
ldr_000a16m_f,zip,file,  3.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CD-DR/ldr_000a16m_f.zip,2016,dr_,census division,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcma000a16m_e,zip,file,  1.07M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CMA-RMR/lcma000a16m_e.zip,2016,cma,census metropolitan area and census agglomeration,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lcma000a16m_e,zip,file,  1.07M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CMA-RMR/lcma000a16m_e.zip,2016,cma,census metropolitan area and census agglomeration,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lrmr000a16m_f,zip,file,  1.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CMA-RMR/lrmr000a16m_f.zip,2016,rmr,census metropolitan area and census agglomeration,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lrmr000a16m_f,zip,file,  1.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CMA-RMR/lrmr000a16m_f.zip,2016,rmr,census metropolitan area and census agglomeration,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lcsd000a16m_e,zip,file, 13.41M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CSD-SDR/lcsd000a16m_e.zip,2016,csd,census subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lcsd000a16m_e,zip,file, 13.41M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CSD-SDR/lcsd000a16m_e.zip,2016,csd,census subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lsdr000a16m_f,zip,file, 13.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CSD-SDR/lsdr000a16m_f.zip,2016,sdr,census subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lsdr000a16m_f,zip,file, 13.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CSD-SDR/lsdr000a16m_f.zip,2016,sdr,census subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lct_000a16m_e,zip,file,  4.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CT-SR/lct_000a16m_e.zip,2016,ct_,census tract,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lct_000a16m_e,zip,file,  4.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CT-SR/lct_000a16m_e.zip,2016,ct_,census tract,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lsr_000a16m_f,zip,file,  4.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CT-SR/lsr_000a16m_f.zip,2016,sr_,census tract,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lsr_000a16m_f,zip,file,  4.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CT-SR/lsr_000a16m_f.zip,2016,sr_,census tract,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lad_000a16m_f,zip,file, 39.06M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DA-AD/lad_000a16m_f.zip,2016,ad_,dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lad_000a16m_f,zip,file, 39.06M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DA-AD/lad_000a16m_f.zip,2016,ad_,dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,french
lda_000a16m_e,zip,file, 39.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DA-AD/lda_000a16m_e.zip,2016,da_,dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
lda_000a16m_e,zip,file, 39.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DA-AD/lda_000a16m_e.zip,2016,da_,dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,canada,english
